PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Andre Jackson Jr.	MIL	MIL @ BOS	12/06/2024	L	12	2	1	2	50.0	0	0	-	0	0	-	0	1	1	1	1	0	2	2	-8	5.7
Gary Trent Jr.	MIL	MIL @ BOS	12/06/2024	L	37	11	4	6	66.7	3	5	60.0	0	0	-	0	4	4	1	0	0	0	3	-6	17.3
Giannis Antetokounmpo	MIL	MIL @ BOS	12/06/2024	L	36	30	13	25	52.0	0	1	0.0	4	6	66.7	1	10	11	1	0	0	1	0	-4	43.7
Brook Lopez	MIL	MIL @ BOS	12/06/2024	L	38	5	2	6	33.3	1	2	50.0	0	0	-	3	2	5	0	0	0	1	3	-14	10.0
AJ Green	MIL	MIL @ BOS	12/06/2024	L	23	6	2	4	50.0	2	2	100	0	0	-	0	2	2	0	0	0	1	0	5	7.4
Bobby Portis	MIL	MIL @ BOS	12/06/2024	L	21	9	4	15	26.7	0	4	0.0	1	2	50.0	7	11	18	3	0	0	1	2	7	34.1
Khris Middleton	MIL	MIL @ BOS	12/06/2024	L	23	11	2	10	20.0	1	3	33.3	6	6	100	0	3	3	5	2	1	1	3	3	30.1
Damian Lillard	MIL	MIL @ BOS	12/06/2024	L	40	31	12	25	48.0	4	12	33.3	3	3	100	1	4	5	4	1	0	1	3	-7	45.0
Delon Wright	MIL	MIL vs. ATL	12/04/2024	L	12	6	2	4	50.0	2	2	100	0	0	-	1	1	2	0	1	0	2	1	-4	9.4
Taurean Prince	MIL	MIL vs. ATL	12/04/2024	L	25	10	4	8	50.0	2	5	40.0	0	0	-	1	3	4	2	1	0	1	2	-13	19.8
Andre Jackson Jr.	MIL	MIL vs. ATL	12/04/2024	L	11	2	1	4	25.0	0	2	0.0	0	0	-	0	1	1	0	0	0	2	3	0	1.2
Brook Lopez	MIL	MIL vs. ATL	12/04/2024	L	35	5	2	5	40.0	1	4	25.0	0	0	-	2	4	6	2	1	3	0	2	-9	27.2
Damian Lillard	MIL	MIL vs. ATL	12/04/2024	L	34	25	8	14	57.1	5	9	55.6	4	5	80.0	0	4	4	5	1	0	5	1	-10	35.3
AJ Green	MIL	MIL vs. ATL	12/04/2024	L	27	6	2	11	18.2	2	11	18.2	0	0	-	0	4	4	4	0	0	0	3	-8	16.8
Gary Trent Jr.	MIL	MIL vs. ATL	12/04/2024	L	31	11	4	11	36.4	3	9	33.3	0	0	-	0	3	3	1	0	0	0	3	-7	16.1
Giannis Antetokounmpo	MIL	MIL vs. ATL	12/04/2024	L	36	31	8	14	57.1	0	0	-	15	26	57.7	4	7	11	5	1	0	4	2	-11	50.7
Bobby Portis	MIL	MIL vs. ATL	12/04/2024	L	18	6	2	6	33.3	0	2	0.0	2	2	100	0	5	5	3	2	0	3	3	-8	19.5
Brook Lopez	MIL	MIL @ DET	12/03/2024	W	33	5	2	5	40.0	1	4	25.0	0	1	0.0	2	4	6	1	1	3	0	2	25	25.7
Damian Lillard	MIL	MIL @ DET	12/03/2024	W	32	27	9	17	52.9	5	11	45.5	4	4	100	0	4	4	5	0	0	3	1	7	36.3
Bobby Portis	MIL	MIL @ DET	12/03/2024	W	26	14	5	12	41.7	4	7	57.1	0	0	-	0	4	4	3	1	0	0	2	-2	26.3
Gary Trent Jr.	MIL	MIL @ DET	12/03/2024	W	27	16	6	12	50.0	3	5	60.0	1	2	50.0	0	3	3	2	2	0	0	1	10	28.6
AJ Green	MIL	MIL @ DET	12/03/2024	W	22	11	4	4	100	3	3	100	0	0	-	0	3	3	0	2	0	3	5	-2	17.6
