PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Cason Wallace	OKC	OKC @ DEN	11/06/2024	L	20	4	2	8	25.0	0	3	0.0	0	0	-	0	2	2	2	2	0	1	4	-7	14.4
Alex Caruso	OKC	OKC @ DEN	11/06/2024	L	22	2	1	9	11.1	0	3	0.0	0	0	-	1	5	6	4	4	2	0	5	-8	33.2
Isaiah Joe	OKC	OKC @ DEN	11/06/2024	L	25	11	4	11	36.4	3	9	33.3	0	0	-	4	1	5	3	1	0	0	3	-7	24.5
Jalen Williams	OKC	OKC @ DEN	11/06/2024	L	36	29	11	20	55.0	4	8	50.0	3	5	60.0	2	8	10	9	3	0	1	4	3	62.5
Shai Gilgeous-Alexander	OKC	OKC vs. ORL	11/04/2024	W	35	21	8	16	50.0	1	3	33.3	4	4	100	0	6	6	9	1	0	4	4	18	40.7
Luguentz Dort	OKC	OKC vs. ORL	11/04/2024	W	28	6	2	6	33.3	2	4	50.0	0	0	-	1	2	3	1	2	0	2	3	0	15.1
Chet Holmgren	OKC	OKC vs. ORL	11/04/2024	W	22	14	5	10	50.0	1	2	50.0	3	5	60.0	2	7	9	1	0	2	2	1	15	30.3
Dillon Jones	OKC	OKC vs. ORL	11/04/2024	W	10	3	1	3	33.3	0	1	0.0	1	2	50.0	0	1	1	0	0	0	1	2	12	3.2
Cason Wallace	OKC	OKC vs. ORL	11/04/2024	W	27	4	2	6	33.3	0	1	0.0	0	0	-	0	4	4	1	0	1	1	3	7	12.3
Ajay Mitchell	OKC	OKC vs. ORL	11/04/2024	W	12	4	2	4	50.0	0	1	0.0	0	0	-	0	1	1	1	0	0	1	0	-2	5.7
Jalen Williams	OKC	OKC vs. ORL	11/04/2024	W	35	23	10	17	58.8	3	7	42.9	0	0	-	0	4	4	1	3	1	1	3	-1	40.3
