PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Scotty Pippen Jr.	MEM	MEM @ GSW	11/15/2024	L	22	3	0	6	0.0	0	2	0.0	3	3	100	0	2	2	4	0	0	0	1	-23	11.4
Vince Williams Jr.	MEM	MEM @ GSW	11/15/2024	L	24	9	4	9	44.4	0	4	0.0	1	4	25.0	2	3	5	4	0	2	2	4	7	25.0
Santi Aldama	MEM	MEM @ GSW	11/15/2024	L	16	4	2	8	25.0	0	3	0.0	0	0	-	2	1	3	0	0	1	0	1	-10	10.6
Marcus Smart	MEM	MEM @ GSW	11/15/2024	L	20	9	4	11	36.4	1	6	16.7	0	0	-	1	4	5	6	0	2	3	2	-2	27.0
Brandon Clarke	MEM	MEM @ GSW	11/15/2024	L	13	2	1	4	25.0	0	2	0.0	0	0	-	1	4	5	0	1	0	1	1	-16	10.0
Desmond Bane	MEM	MEM @ GSW	11/15/2024	L	27	18	7	13	53.8	1	4	25.0	3	4	75.0	1	5	6	2	2	0	3	1	12	31.2
Jaren Jackson Jr.	MEM	MEM @ LAL	11/13/2024	L	33	29	10	20	50.0	2	7	28.6	7	8	87.5	1	6	7	1	2	1	2	5	-1	45.9
Luke Kennard	MEM	MEM @ LAL	11/13/2024	L	26	12	4	7	57.1	4	4	100	0	0	-	0	2	2	4	0	0	0	2	2	20.4
Jake LaRavia	MEM	MEM @ LAL	11/13/2024	L	20	10	3	4	75.0	1	1	100	3	4	75.0	1	2	3	4	0	0	1	2	-4	18.6
Jay Huff	MEM	MEM @ LAL	11/13/2024	L	13	6	3	8	37.5	0	4	0.0	0	2	0.0	1	2	3	0	1	1	0	0	-16	15.6
Scotty Pippen Jr.	MEM	MEM @ LAL	11/13/2024	L	32	15	6	14	42.9	1	2	50.0	2	2	100	0	3	3	3	3	1	2	3	-10	33.1
Santi Aldama	MEM	MEM @ LAL	11/13/2024	L	29	15	6	14	42.9	2	7	28.6	1	2	50.0	3	4	7	5	3	1	0	2	8	42.9
John Konchar	MEM	MEM @ LAL	11/13/2024	L	11	0	0	1	0.0	0	1	0.0	0	0	-	1	2	3	2	0	0	0	1	-12	6.6
Marcus Smart	MEM	MEM @ LAL	11/13/2024	L	23	15	3	5	60.0	2	4	50.0	7	8	87.5	1	1	2	6	1	1	4	2	-5	28.4
Jaylen Wells	MEM	MEM @ LAL	11/13/2024	L	27	9	4	8	50.0	0	3	0.0	1	1	100	0	3	3	2	0	0	2	2	1	13.6
Zach Edey	MEM	MEM @ LAL	11/13/2024	L	26	12	3	8	37.5	0	0	-	6	6	100	4	4	8	1	1	1	2	6	12	27.1
