PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jarrett Allen	CLE	CLE @ NYK	10/28/2024	W	31	15	5	7	71.4	0	0	-	5	7	71.4	5	10	15	1	1	0	2	2	2	35.5
Caris LeVert	CLE	CLE @ NYK	10/28/2024	W	26	5	1	4	25.0	0	2	0.0	3	4	75.0	1	3	4	3	2	0	2	1	19	18.3
Georges Niang	CLE	CLE @ NYK	10/28/2024	W	15	5	2	6	33.3	1	4	25.0	0	0	-	1	3	4	1	1	0	0	2	14	14.3
Donovan Mitchell	CLE	CLE @ NYK	10/28/2024	W	33	25	9	17	52.9	3	8	37.5	4	4	100	0	2	2	5	0	0	4	3	7	30.9
Sam Merrill	CLE	CLE @ NYK	10/28/2024	W	22	6	2	5	40.0	2	5	40.0	0	0	-	0	2	2	2	1	0	0	3	9	14.4
Evan Mobley	CLE	CLE @ NYK	10/28/2024	W	36	17	7	12	58.3	1	1	100	2	2	100	0	8	8	1	0	3	1	4	14	36.1
Darius Garland	CLE	CLE @ WAS	10/26/2024	W	24	23	9	11	81.8	4	5	80.0	1	1	100	0	2	2	5	2	0	4	4	17	34.9
Dean Wade	CLE	CLE @ WAS	10/26/2024	W	19	2	1	4	25.0	0	3	0.0	0	0	-	0	5	5	1	1	0	0	3	15	12.5
Donovan Mitchell	CLE	CLE @ WAS	10/26/2024	W	29	30	11	18	61.1	6	11	54.5	2	3	66.7	1	3	4	5	4	0	5	1	18	49.3
Sam Merrill	CLE	CLE @ WAS	10/26/2024	W	20	11	3	8	37.5	3	7	42.9	2	2	100	1	1	2	1	1	0	1	2	12	16.9
Evan Mobley	CLE	CLE @ WAS	10/26/2024	W	32	13	4	13	30.8	0	2	0.0	5	7	71.4	1	12	13	4	0	2	2	4	14	38.6
Isaac Okoro	CLE	CLE @ WAS	10/26/2024	W	19	3	0	4	0.0	0	1	0.0	3	5	60.0	3	2	5	1	2	2	1	2	4	21.5
Georges Niang	CLE	CLE @ WAS	10/26/2024	W	21	3	1	7	14.3	1	6	16.7	0	0	-	3	3	6	1	1	0	0	2	7	14.7
Ty Jerome	CLE	CLE @ WAS	10/26/2024	W	15	14	4	6	66.7	1	1	100	5	6	83.3	1	1	2	3	1	0	1	1	-4	22.9
Jarrett Allen	CLE	CLE @ WAS	10/26/2024	W	25	23	10	10	100	0	0	-	3	4	75.0	1	4	5	1	1	2	0	1	13	39.5
Caris LeVert	CLE	CLE @ WAS	10/26/2024	W	19	10	3	4	75.0	2	2	100	2	2	100	0	0	0	4	0	2	0	1	6	22.0
Isaac Okoro	CLE	CLE vs. DET	10/25/2024	W	18	4	2	2	100	0	0	-	0	0	-	1	1	2	3	0	0	0	3	10	10.9
Dean Wade	CLE	CLE vs. DET	10/25/2024	W	27	19	7	9	77.8	5	7	71.4	0	1	0.0	0	5	5	1	2	0	0	2	14	32.5
Ty Jerome	CLE	CLE vs. DET	10/25/2024	W	16	13	4	6	66.7	0	1	0.0	5	6	83.3	1	1	2	4	1	0	1	0	9	23.4
Darius Garland	CLE	CLE vs. DET	10/25/2024	W	33	13	5	11	45.5	3	7	42.9	0	0	-	0	2	2	6	1	0	3	2	0	24.4
Caris LeVert	CLE	CLE vs. DET	10/25/2024	W	20	9	4	7	57.1	1	2	50.0	0	2	0.0	1	2	3	2	3	1	0	1	7	27.6
Georges Niang	CLE	CLE vs. DET	10/25/2024	W	15	3	1	3	33.3	1	2	50.0	0	0	-	0	5	5	0	0	0	1	2	-4	8.0
Jarrett Allen	CLE	CLE vs. DET	10/25/2024	W	31	17	5	7	71.4	0	0	-	7	8	87.5	0	11	11	2	1	1	1	0	3	38.2
Evan Mobley	CLE	CLE vs. DET	10/25/2024	W	32	16	6	12	50.0	2	3	66.7	2	2	100	1	5	6	3	4	2	4	1	8	41.7
Sam Merrill	CLE	CLE vs. DET	10/25/2024	W	16	0	0	4	0.0	0	4	0.0	0	0	-	0	1	1	2	1	0	0	1	2	7.2
Donovan Mitchell	CLE	CLE vs. DET	10/25/2024	W	30	19	8	21	38.1	1	8	12.5	2	4	50.0	1	1	2	5	0	0	2	3	11	26.9
Evan Mobley	CLE	CLE @ TOR	10/23/2024	W	27	25	9	14	64.3	1	2	50.0	6	6	100	4	5	9	3	2	3	1	2	31	54.3
Donovan Mitchell	CLE	CLE @ TOR	10/23/2024	W	28	21	7	14	50.0	2	5	40.0	5	7	71.4	0	2	2	3	3	1	2	2	31	37.9
Georges Niang	CLE	CLE @ TOR	10/23/2024	W	19	11	4	5	80.0	3	4	75.0	0	0	-	0	1	1	0	0	0	1	1	14	11.2
Isaac Okoro	CLE	CLE @ TOR	10/23/2024	W	19	3	1	2	50.0	0	0	-	1	2	50.0	0	2	2	2	0	1	1	1	9	10.4
Caris LeVert	CLE	CLE @ TOR	10/23/2024	W	21	19	8	9	88.9	2	2	100	1	2	50.0	0	1	1	4	0	0	0	1	19	26.2
Jarrett Allen	CLE	CLE @ TOR	10/23/2024	W	26	14	5	7	71.4	0	0	-	4	5	80.0	2	5	7	1	1	4	1	1	8	37.9
Darius Garland	CLE	CLE @ TOR	10/23/2024	W	23	7	3	12	25.0	1	6	16.7	0	0	-	0	1	1	6	0	0	2	4	1	15.2
Ty Jerome	CLE	CLE @ TOR	10/23/2024	W	19	14	6	7	85.7	2	2	100	0	0	-	1	1	2	6	2	0	2	1	16	29.4
Dean Wade	CLE	CLE @ TOR	10/23/2024	W	20	5	2	5	40.0	1	3	33.3	0	0	-	1	7	8	1	2	0	0	3	8	22.1
Sam Merrill	CLE	CLE @ TOR	10/23/2024	W	16	7	2	4	50.0	1	3	33.3	2	2	100	0	0	0	1	0	0	0	4	13	8.5
