PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Brice Sensabaugh	UTA	UTA vs. HOU	02/22/2025	W	24	12	5	15	33.3	2	7	28.6	0	0	-	1	2	3	3	0	0	1	2	13	19.1
Johnny Juzang	UTA	UTA vs. HOU	02/22/2025	W	17	6	3	6	50.0	0	3	0.0	0	0	-	2	1	3	1	2	0	0	1	10	17.1
Isaiah Collier	UTA	UTA vs. HOU	02/22/2025	W	33	12	4	13	30.8	1	3	33.3	3	6	50.0	1	3	4	10	1	0	3	0	0	31.8
Cody Williams	UTA	UTA vs. HOU	02/22/2025	W	24	9	4	7	57.1	1	3	33.3	0	0	-	1	5	6	1	0	1	0	2	5	20.7
Walker Kessler	UTA	UTA vs. HOU	02/22/2025	W	33	11	5	5	100	0	0	-	1	3	33.3	8	9	17	3	0	2	1	4	11	40.9
Lauri Markkanen	UTA	UTA vs. HOU	02/22/2025	W	32	23	8	19	42.1	3	10	30.0	4	4	100	2	8	10	0	0	0	1	2	2	34.0
John Collins	UTA	UTA vs. OKC	02/21/2025	L	31	26	11	19	57.9	1	5	20.0	3	7	42.9	0	3	3	1	1	0	1	0	-14	33.1
Keyonte George	UTA	UTA vs. OKC	02/21/2025	L	31	20	7	12	58.3	5	8	62.5	1	3	33.3	0	3	3	6	1	0	2	2	-14	33.6
Kyle Filipowski	UTA	UTA vs. OKC	02/21/2025	L	16	12	4	6	66.7	2	4	50.0	2	2	100	0	3	3	2	1	0	4	3	-4	17.6
Isaiah Collier	UTA	UTA vs. OKC	02/21/2025	L	29	9	4	10	40.0	1	3	33.3	0	0	-	1	2	3	12	1	0	4	2	-8	29.6
Cody Williams	UTA	UTA vs. OKC	02/21/2025	L	16	3	1	4	25.0	0	1	0.0	1	1	100	1	2	3	0	0	0	1	0	-2	5.6
