PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jonathan Isaac	ORL	ORL vs. PHI	11/15/2024	W	25	11	4	6	66.7	1	3	33.3	2	4	50.0	4	5	9	0	1	1	1	3	21	26.8
Moritz Wagner	ORL	ORL vs. PHI	11/15/2024	W	20	14	5	7	71.4	1	2	50.0	3	4	75.0	1	3	4	2	1	0	1	0	16	23.8
Jalen Suggs	ORL	ORL vs. PHI	11/15/2024	W	34	19	6	16	37.5	1	8	12.5	6	6	100	3	4	7	3	1	1	5	4	8	32.9
Anthony Black	ORL	ORL vs. PHI	11/15/2024	W	20	4	2	6	33.3	0	1	0.0	0	0	-	0	1	1	1	1	0	2	1	5	7.7
Kentavious Caldwell-Pope	ORL	ORL vs. PHI	11/15/2024	W	33	8	3	9	33.3	2	6	33.3	0	0	-	0	1	1	1	2	0	2	2	8	14.7
Goga Bitadze	ORL	ORL vs. PHI	11/15/2024	W	27	2	1	1	100	0	0	-	0	0	-	1	3	4	1	1	2	5	2	-3	12.3
Franz Wagner	ORL	ORL vs. PHI	11/15/2024	W	41	31	10	23	43.5	5	11	45.5	6	6	100	1	10	11	6	2	1	0	4	18	62.2
Tristan da Silva	ORL	ORL vs. PHI	11/15/2024	W	18	6	2	5	40.0	0	3	0.0	2	2	100	0	3	3	0	1	0	0	1	-10	12.6
Kentavious Caldwell-Pope	ORL	ORL vs. IND	11/13/2024	W	34	10	4	8	50.0	2	5	40.0	0	0	-	0	5	5	3	0	0	1	3	10	19.5
Franz Wagner	ORL	ORL vs. IND	11/13/2024	W	37	29	9	24	37.5	3	8	37.5	8	9	88.9	0	3	3	6	1	1	1	0	0	46.6
Tristan da Silva	ORL	ORL vs. IND	11/13/2024	W	21	3	1	6	16.7	0	2	0.0	1	2	50.0	4	5	9	3	0	0	0	1	9	18.3
